,FDX,BRK,MSFT,NVDA,INTC,AMD,JPM,T,AAPL,AMZN,GS,SP50
0,,,,,,,,,,,,
1,0.16030534351144987,0.0071301247771800025,-0.04550321199143492,-0.1078562045443191,-0.0037965072133639977,0.12311015118790003,-0.06355593722140795,-0.09487188193249096,-0.032218851011058924,-0.08620689655172498,-0.1234240212342409,-0.01890760592138907
2,-0.019736842105264385,-0.07610619469026303,0.007291082445317176,0.049253744687904444,0.2568597560975614,0.24230769230768945,0.015463917525772919,-0.049575006720750436,0.009422114922350344,-0.07637017070979268,0.03709311127933468,0.016427674526698688
3,-0.10335570469798938,0.013409961685824534,-0.07572383073496702,0.018492238764411528,-0.049727107337784626,-0.058823529411765274,-0.01269035532994911,0.025335340981294197,0.10827633651076973,-0.03404669260700388,0.0007299270072984587,-0.016237245333242223
4,-0.07634730538921763,-0.01134215500945246,-0.05301204819277061,-0.16480453488967117,-0.04020421186981282,-0.07236842105262642,0.0514138817480716,-0.08720936230458598,-0.08702981511411123,-0.006042263846929519,0.01531728665207921,-0.05633568296608782
5,0.01620745542949753,-0.023900573613765852,0.08460559796437561,0.08528429743023147,0.11436170212765862,0.09397163120567109,0.06601466992664395,0.07006369082930908,0.0627306111612489,0.2735562221339367,-0.02658045977011514,0.0472076814492417
6,-0.052631578947368585,-0.11459353574926645,-0.06217008797653967,0.23266559459070502,0.01073985680190992,0.17341977309562506,0.010703339449540605,-0.04315473412973292,0.006944487294239021,-0.030230732722847264,0.005166051660516757,-0.02615191277547335
7,-0.00841750841750788,0.1261061946902664,-0.048780487804877426,0.34750015024000325,-0.004722550177094109,-0.11049723756906016,-0.09531013846438408,-0.09331259919916723,0.022988474968952177,-0.15012305168170015,-0.05066079295154158,-0.02957927216102396
8,-0.08828522920203818,-0.11394891944990149,-0.03944773175542404,-0.0918367659535746,0.07473309608540513,0.027950310559004876,0.015050167626760258,-0.027444225434439806,-0.007865168313097137,0.06756756756756754,0.10440835266821291,-0.009457019961518154
9,0.035381750465550255,-0.0011086474501109667,0.05270362765229297,-0.03779367958758073,0.0529801324503365,0.012556664652568328,0.06919275305944295,0.2857141682751305,0.1596829235697883,-0.09584086799276736,0.14845938375349355,0.05685636287274254
10,-0.034172661870504495,-0.08324084350721517,0.05071521456436856,1.0042462573248434,0.007861635220125063,0.22927736727074688,-0.030046225702223817,-0.07818926787984326,-0.01757813662109664,0.06999999999999984,0.09512195121951383,-0.010005889991980377
11,0.01862197392923637,0.24213075060532718,-0.016089108910890992,-0.15360166987934598,0.08060322412896181,-0.02912621359223344,0.15647344639170124,0.08928581337500718,-0.005964189036751555,-0.030841091588784786,0.03786191536748551,0.049746607697104706
12,0.15904936014625237,0.06822612085770041,0.12389937106918247,-0.06695868929027382,0.07074109720885313,0.08000000000000296,0.05700547127460953,-0.06010931033704281,0.10949997379200349,0.12150430483303998,0.04130901287553734,0.043012147739452944
13,-0.020504731861197945,0.04379562043795149,-0.04868494683827673,-0.09339369095485262,-0.051235955056178506,0.05671296296296213,-0.09356725146199263,-0.020348846071871596,-0.02073002313771588,-0.07824588822012057,-0.13240597630088002,-0.018907205426000107
14,-0.01610305958132041,-0.0069930069930034255,-0.16176470588235226,0.21398186639419592,0.03694931312174732,0.3231106243154418,-0.009319019354837477,0.1008901941897522,-0.02991254331456472,0.008395492286701334,-0.02612826603325369,0.01185789213788735
15,-0.024549918166939855,0.021126760563379587,-0.16771929824561438,-0.32922001715902016,-0.1923252626770252,-0.12582781456953673,-0.08683068218421253,-0.08086256247765011,-0.1508539457234912,-0.3061979648473635,-0.19268292682926214,-0.10537804596563793
16,0.02181208053691286,0.029310344827585988,0.06492411467116366,0.17192825460022032,0.04411764705882848,0.1874999999999991,-0.019809775462681145,-0.033724321135429336,0.06256987047824958,0.11733333333333396,0.07326283987915305,0.05748363507695897
17,-0.009852216748769016,-0.006700167504193666,-0.11638954869358697,0.10542639627907269,0.0991332611050908,0.11642743221690899,-0.06709786730223855,0.06373282993574692,0.0436383062115151,0.05369928400954693,0.04996481351161197,0.012470896594030334
18,0.04975124378109541,-0.05564924114670389,0.019713261648745872,0.033660587851739754,-0.027106949236076483,0.05428571428571427,0.0008665788801831553,-0.018544812365767438,-0.08816124567911421,0.06002265005662388,-0.03619302949061687,-0.013632326514875448
19,-0.017377567140600236,-0.017857142857142794,-0.03251318101933276,-0.13432835354300854,-0.06788247213779308,-0.07113821138211573,-0.007792207792207684,0.0426962076307833,-0.04861877895107258,-0.0811965811965808,-0.06788940194714899,-0.008145857618504837
20,-0.06752411575562789,0.07636363636363352,-0.054495912806539426,0.28056423200243996,0.024999999999995692,-0.02188183807439603,0.012216376963349873,-0.047917750817653704,-0.12659701843686622,-0.020930195348837666,0.009418975751742664,-0.009859531584281434
21,-0.06724137931034446,-0.030405405405409036,-0.05571565802113376,0.033353666062514,-0.0026511134676537873,-0.11707680835197809,-0.02758618007134306,-0.0014641738073577493,-0.08111702316206382,-0.11638958227497964,-0.17442719881744262,-0.020562209033725964
22,0.08502772643253254,0.04181184668989424,0.07934893184130298,0.24666874013789863,0.14141414141414255,0.21621621621621645,0.14450357446807693,0.05571851115009574,0.07163535440631019,0.24462365591397894,0.24440465532676803,0.07201637131536276
23,-0.010221465076661551,0.005016722408028862,0.03770028275212001,-0.03895492898189157,-0.05309734513274189,-0.01458333333333306,-0.09140203646407874,0.06944445915770259,0.03443615176963877,-0.09827213822894187,-0.041726618705036356,-0.013748426140283487
24,-0.015490533562822595,-0.051580698835272054,0.054495912806539426,0.1843796843303489,-0.00787014264633945,-0.0641296687808307,-0.07033248081841481,-0.018181881217792628,-0.047650156408728606,-0.11856287425149714,0.0833333333333337,0.00515460379560051
